Payer;SoldTo;;Division Brand;Division;;Season Year Sub;Sales Document;Sales Document Type;Customer PO;Article MH3 Lifestyle;Article MH1 World;Generic Article;Article Style;Article MH6 Sub Product Group;Article Color Code;Article Color Text;Article Size;Article MH2 Gender;GTIN;Article Program;Commodity Code Vendor;Article Country of Origin;Article Fiber Components;Price Net;Price Wholesale;Price Retail;Season Main;RDD;Cancellation Date;Rejection Reason;Order Qty;Rejected Qty;Total Qty;Confirmed Qty;Retail Value;Weight Net Item;Weight Gross Item
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB068401A6;MODERN STRAIGHT EMBROIDERY;Pants;1A6;Authmedused;12;Boys;8720114844773;##;6203423500;Tunisia;COTTON (79%), RECYCLED COTTON (20%), ELASTANE (1%);285.5;285.5;799;Summer/Fall;15-07-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,598.00 ;1.20 ;1.50 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB068401A6;MODERN STRAIGHT EMBROIDERY;Pants;1A6;Authmedused;14;Boys;8720114844803;##;6203423500;Tunisia;COTTON (79%), RECYCLED COTTON (20%), ELASTANE (1%);285.5;285.5;799;Summer/Fall;15-07-2021;01-11-2021;;3 ;0 ;3 ;3 ;2,397.00 ;1.80 ;2.25 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB068401A6;MODERN STRAIGHT EMBROIDERY;Pants;1A6;Authmedused;14;Boys;8720114844803;##;6203423500;Tunisia;COTTON (79%), RECYCLED COTTON (20%), ELASTANE (1%);285.5;285.5;799;Summer/Fall;15-07-2021;01-11-2021;;3 ;0 ;3 ;3 ;2,397.00 ;1.80 ;2.25 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB068401A6;MODERN STRAIGHT EMBROIDERY;Pants;1A6;Authmedused;16;Boys;8720114844827;##;6203423500;Tunisia;COTTON (79%), RECYCLED COTTON (20%), ELASTANE (1%);285.5;285.5;799;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;799.00 ;0.60 ;0.75 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB068401A6;MODERN STRAIGHT EMBROIDERY;Pants;1A6;Authmedused;16;Boys;8720114844827;##;6203423500;Tunisia;COTTON (79%), RECYCLED COTTON (20%), ELASTANE (1%);285.5;285.5;799;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;799.00 ;0.60 ;0.75 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB068401A6;MODERN STRAIGHT EMBROIDERY;Pants;1A6;Authmedused;8;Boys;8720114844711;##;6203423500;Tunisia;COTTON (79%), RECYCLED COTTON (20%), ELASTANE (1%);285.5;285.5;799;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;799.00 ;0.60 ;0.75 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB068401A6;MODERN STRAIGHT EMBROIDERY;Pants;1A6;Authmedused;8;Boys;8720114844711;##;6203423500;Tunisia;COTTON (79%), RECYCLED COTTON (20%), ELASTANE (1%);285.5;285.5;799;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;799.00 ;0.60 ;0.75 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06846C87;MOUNTAIN LOGO TEE S/S;S/S T-Shirts;C87;Twilight Navy;10;Boys;8720114846937;##;6109100010;Bangladesh;ORGANIC COTTON (100%);142.5;142.5;399;Summer/Fall;15-07-2021;01-11-2021;;2 ;0 ;2 ;2 ;798.00 ;0.40 ;0.70 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06846C87;MOUNTAIN LOGO TEE S/S;S/S T-Shirts;C87;Twilight Navy;10;Boys;8720114846937;##;6109100010;Bangladesh;ORGANIC COTTON (100%);142.5;142.5;399;Summer/Fall;15-07-2021;01-11-2021;;2 ;0 ;2 ;2 ;798.00 ;0.40 ;0.70 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06846C87;MOUNTAIN LOGO TEE S/S;S/S T-Shirts;C87;Twilight Navy;12;Boys;8720114846968;##;6109100010;Bangladesh;ORGANIC COTTON (100%);142.5;142.5;399;Summer/Fall;15-07-2021;01-11-2021;;3 ;0 ;3 ;3 ;1,197.00 ;0.60 ;1.05 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06846C87;MOUNTAIN LOGO TEE S/S;S/S T-Shirts;C87;Twilight Navy;12;Boys;8720114846968;##;6109100010;Bangladesh;ORGANIC COTTON (100%);142.5;142.5;399;Summer/Fall;15-07-2021;01-11-2021;;2 ;0 ;2 ;2 ;798.00 ;0.40 ;0.70 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06846C87;MOUNTAIN LOGO TEE S/S;S/S T-Shirts;C87;Twilight Navy;14;Boys;8720114846999;##;6109100010;Bangladesh;ORGANIC COTTON (100%);142.5;142.5;399;Summer/Fall;15-07-2021;01-11-2021;;3 ;0 ;3 ;3 ;1,197.00 ;0.60 ;1.05 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06846C87;MOUNTAIN LOGO TEE S/S;S/S T-Shirts;C87;Twilight Navy;14;Boys;8720114846999;##;6109100010;Bangladesh;ORGANIC COTTON (100%);142.5;142.5;399;Summer/Fall;15-07-2021;01-11-2021;;3 ;0 ;3 ;3 ;1,197.00 ;0.60 ;1.05 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06846C87;MOUNTAIN LOGO TEE S/S;S/S T-Shirts;C87;Twilight Navy;16;Boys;8720114847224;##;6109100010;Bangladesh;ORGANIC COTTON (100%);142.5;142.5;399;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;399.00 ;0.20 ;0.35 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06846C87;MOUNTAIN LOGO TEE S/S;S/S T-Shirts;C87;Twilight Navy;16;Boys;8720114847224;##;6109100010;Bangladesh;ORGANIC COTTON (100%);142.5;142.5;399;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;399.00 ;0.20 ;0.35 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06846C87;MOUNTAIN LOGO TEE S/S;S/S T-Shirts;C87;Twilight Navy;8;Boys;8720114846913;##;6109100010;Bangladesh;ORGANIC COTTON (100%);142.5;142.5;399;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;399.00 ;0.20 ;0.35 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06846C87;MOUNTAIN LOGO TEE S/S;S/S T-Shirts;C87;Twilight Navy;8;Boys;8720114846913;##;6109100010;Bangladesh;ORGANIC COTTON (100%);142.5;142.5;399;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;399.00 ;0.20 ;0.35 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06847L6C;MOUNTAIN ARTWORK TEE S/S;S/S T-Shirts;L6C;Forage Green;10;Boys;8720114853355;##;6109100010;Bangladesh;ORGANIC COTTON (100%);160.5;160.5;449;Summer/Fall;15-07-2021;01-11-2021;;2 ;0 ;2 ;2 ;898.00 ;0.40 ;0.70 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06847L6C;MOUNTAIN ARTWORK TEE S/S;S/S T-Shirts;L6C;Forage Green;10;Boys;8720114853355;##;6109100010;Bangladesh;ORGANIC COTTON (100%);160.5;160.5;449;Summer/Fall;15-07-2021;01-11-2021;;2 ;0 ;2 ;2 ;898.00 ;0.40 ;0.70 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06847L6C;MOUNTAIN ARTWORK TEE S/S;S/S T-Shirts;L6C;Forage Green;12;Boys;8720114853393;##;6109100010;Bangladesh;ORGANIC COTTON (100%);160.5;160.5;449;Summer/Fall;15-07-2021;01-11-2021;;3 ;0 ;3 ;3 ;1,347.00 ;0.60 ;1.05 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06847L6C;MOUNTAIN ARTWORK TEE S/S;S/S T-Shirts;L6C;Forage Green;12;Boys;8720114853393;##;6109100010;Bangladesh;ORGANIC COTTON (100%);160.5;160.5;449;Summer/Fall;15-07-2021;01-11-2021;;2 ;0 ;2 ;2 ;898.00 ;0.40 ;0.70 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06847L6C;MOUNTAIN ARTWORK TEE S/S;S/S T-Shirts;L6C;Forage Green;14;Boys;8720114853522;##;6109100010;Bangladesh;ORGANIC COTTON (100%);160.5;160.5;449;Summer/Fall;15-07-2021;01-11-2021;;3 ;0 ;3 ;3 ;1,347.00 ;0.60 ;1.05 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06847L6C;MOUNTAIN ARTWORK TEE S/S;S/S T-Shirts;L6C;Forage Green;14;Boys;8720114853522;##;6109100010;Bangladesh;ORGANIC COTTON (100%);160.5;160.5;449;Summer/Fall;15-07-2021;01-11-2021;;3 ;0 ;3 ;3 ;1,347.00 ;0.60 ;1.05 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06847L6C;MOUNTAIN ARTWORK TEE S/S;S/S T-Shirts;L6C;Forage Green;16;Boys;8720114853560;##;6109100010;Bangladesh;ORGANIC COTTON (100%);160.5;160.5;449;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;449.00 ;0.20 ;0.35 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06847L6C;MOUNTAIN ARTWORK TEE S/S;S/S T-Shirts;L6C;Forage Green;16;Boys;8720114853560;##;6109100010;Bangladesh;ORGANIC COTTON (100%);160.5;160.5;449;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;449.00 ;0.20 ;0.35 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06847L6C;MOUNTAIN ARTWORK TEE S/S;S/S T-Shirts;L6C;Forage Green;8;Boys;8720114853324;##;6109100010;Bangladesh;ORGANIC COTTON (100%);160.5;160.5;449;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;449.00 ;0.20 ;0.35 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06847L6C;MOUNTAIN ARTWORK TEE S/S;S/S T-Shirts;L6C;Forage Green;8;Boys;8720114853324;##;6109100010;Bangladesh;ORGANIC COTTON (100%);160.5;160.5;449;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;449.00 ;0.20 ;0.35 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06847YBR;MOUNTAIN ARTWORK TEE S/S;S/S T-Shirts;YBR;White;10;Boys;8720114841888;##;6109100010;Bangladesh;ORGANIC COTTON (100%);160.5;160.5;449;Summer/Fall;15-07-2021;01-11-2021;;2 ;0 ;2 ;2 ;898.00 ;0.40 ;0.70 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06847YBR;MOUNTAIN ARTWORK TEE S/S;S/S T-Shirts;YBR;White;10;Boys;8720114841888;##;6109100010;Bangladesh;ORGANIC COTTON (100%);160.5;160.5;449;Summer/Fall;15-07-2021;01-11-2021;;2 ;0 ;2 ;2 ;898.00 ;0.40 ;0.70 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06847YBR;MOUNTAIN ARTWORK TEE S/S;S/S T-Shirts;YBR;White;12;Boys;8720114842007;##;6109100010;Bangladesh;ORGANIC COTTON (100%);160.5;160.5;449;Summer/Fall;15-07-2021;01-11-2021;;3 ;0 ;3 ;3 ;1,347.00 ;0.60 ;1.05 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06847YBR;MOUNTAIN ARTWORK TEE S/S;S/S T-Shirts;YBR;White;12;Boys;8720114842007;##;6109100010;Bangladesh;ORGANIC COTTON (100%);160.5;160.5;449;Summer/Fall;15-07-2021;01-11-2021;;2 ;0 ;2 ;2 ;898.00 ;0.40 ;0.70 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06847YBR;MOUNTAIN ARTWORK TEE S/S;S/S T-Shirts;YBR;White;14;Boys;8720114842045;##;6109100010;Bangladesh;ORGANIC COTTON (100%);160.5;160.5;449;Summer/Fall;15-07-2021;01-11-2021;;3 ;0 ;3 ;3 ;1,347.00 ;0.60 ;1.05 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06847YBR;MOUNTAIN ARTWORK TEE S/S;S/S T-Shirts;YBR;White;14;Boys;8720114842045;##;6109100010;Bangladesh;ORGANIC COTTON (100%);160.5;160.5;449;Summer/Fall;15-07-2021;01-11-2021;;3 ;0 ;3 ;3 ;1,347.00 ;0.60 ;1.05 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06847YBR;MOUNTAIN ARTWORK TEE S/S;S/S T-Shirts;YBR;White;16;Boys;8720114842076;##;6109100010;Bangladesh;ORGANIC COTTON (100%);160.5;160.5;449;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;449.00 ;0.20 ;0.35 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06847YBR;MOUNTAIN ARTWORK TEE S/S;S/S T-Shirts;YBR;White;16;Boys;8720114842076;##;6109100010;Bangladesh;ORGANIC COTTON (100%);160.5;160.5;449;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;449.00 ;0.20 ;0.35 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06847YBR;MOUNTAIN ARTWORK TEE S/S;S/S T-Shirts;YBR;White;8;Boys;8720114841857;##;6109100010;Bangladesh;ORGANIC COTTON (100%);160.5;160.5;449;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;449.00 ;0.20 ;0.35 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06847YBR;MOUNTAIN ARTWORK TEE S/S;S/S T-Shirts;YBR;White;8;Boys;8720114841857;##;6109100010;Bangladesh;ORGANIC COTTON (100%);160.5;160.5;449;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;449.00 ;0.20 ;0.35 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06883C87;MINI WAFFLE CN TEE L/S;L/S Knit Tops;C87;Twilight Navy;10;Boys;8720114850484;##;6109100010;India;ORGANIC COTTON (100%);214;214;599;Summer/Fall;15-07-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,198.00 ;0.40 ;0.70 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06883C87;MINI WAFFLE CN TEE L/S;L/S Knit Tops;C87;Twilight Navy;10;Boys;8720114850484;##;6109100010;India;ORGANIC COTTON (100%);214;214;599;Summer/Fall;15-07-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,198.00 ;0.40 ;0.70 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06883C87;MINI WAFFLE CN TEE L/S;L/S Knit Tops;C87;Twilight Navy;12;Boys;8720114850521;##;6109100010;India;ORGANIC COTTON (100%);214;214;599;Summer/Fall;15-07-2021;01-11-2021;;3 ;0 ;3 ;3 ;1,797.00 ;0.60 ;1.05 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06883C87;MINI WAFFLE CN TEE L/S;L/S Knit Tops;C87;Twilight Navy;12;Boys;8720114850521;##;6109100010;India;ORGANIC COTTON (100%);214;214;599;Summer/Fall;15-07-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,198.00 ;0.40 ;0.70 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06883C87;MINI WAFFLE CN TEE L/S;L/S Knit Tops;C87;Twilight Navy;14;Boys;8720114850545;##;6109100010;India;ORGANIC COTTON (100%);214;214;599;Summer/Fall;15-07-2021;01-11-2021;;3 ;0 ;3 ;3 ;1,797.00 ;0.60 ;1.05 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06883C87;MINI WAFFLE CN TEE L/S;L/S Knit Tops;C87;Twilight Navy;14;Boys;8720114850545;##;6109100010;India;ORGANIC COTTON (100%);214;214;599;Summer/Fall;15-07-2021;01-11-2021;;3 ;0 ;3 ;3 ;1,797.00 ;0.60 ;1.05 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06883C87;MINI WAFFLE CN TEE L/S;L/S Knit Tops;C87;Twilight Navy;16;Boys;8720114850583;##;6109100010;India;ORGANIC COTTON (100%);214;214;599;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;599.00 ;0.20 ;0.35 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06883C87;MINI WAFFLE CN TEE L/S;L/S Knit Tops;C87;Twilight Navy;16;Boys;8720114850583;##;6109100010;India;ORGANIC COTTON (100%);214;214;599;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;599.00 ;0.20 ;0.35 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06883C87;MINI WAFFLE CN TEE L/S;L/S Knit Tops;C87;Twilight Navy;8;Boys;8720114850446;##;6109100010;India;ORGANIC COTTON (100%);214;214;599;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;599.00 ;0.20 ;0.35 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06883C87;MINI WAFFLE CN TEE L/S;L/S Knit Tops;C87;Twilight Navy;8;Boys;8720114850446;##;6109100010;India;ORGANIC COTTON (100%);214;214;599;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;599.00 ;0.20 ;0.35 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06893P01;GLOW IN THE DARK ZIP THROUGH;Heavyweight Zip Throughs;P01;Light Grey Heather;10;Boys;8720114839304;##;6110209100;Bangladesh;ORGANIC COTTON (80%), POLYESTER PES (20%);321.5;321.5;899;Summer/Fall;15-07-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,798.00 ;1.00 ;1.30 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06893P01;GLOW IN THE DARK ZIP THROUGH;Heavyweight Zip Throughs;P01;Light Grey Heather;10;Boys;8720114839304;##;6110209100;Bangladesh;ORGANIC COTTON (80%), POLYESTER PES (20%);321.5;321.5;899;Summer/Fall;15-07-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,798.00 ;1.00 ;1.30 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06893P01;GLOW IN THE DARK ZIP THROUGH;Heavyweight Zip Throughs;P01;Light Grey Heather;12;Boys;8720114839335;##;6110209100;Bangladesh;ORGANIC COTTON (80%), POLYESTER PES (20%);321.5;321.5;899;Summer/Fall;15-07-2021;01-11-2021;;3 ;0 ;3 ;3 ;2,697.00 ;1.50 ;1.95 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06893P01;GLOW IN THE DARK ZIP THROUGH;Heavyweight Zip Throughs;P01;Light Grey Heather;12;Boys;8720114839335;##;6110209100;Bangladesh;ORGANIC COTTON (80%), POLYESTER PES (20%);321.5;321.5;899;Summer/Fall;15-07-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,798.00 ;1.00 ;1.30 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06893P01;GLOW IN THE DARK ZIP THROUGH;Heavyweight Zip Throughs;P01;Light Grey Heather;14;Boys;8720114839366;##;6110209100;Bangladesh;ORGANIC COTTON (80%), POLYESTER PES (20%);321.5;321.5;899;Summer/Fall;15-07-2021;01-11-2021;;3 ;0 ;3 ;3 ;2,697.00 ;1.50 ;1.95 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06893P01;GLOW IN THE DARK ZIP THROUGH;Heavyweight Zip Throughs;P01;Light Grey Heather;14;Boys;8720114839366;##;6110209100;Bangladesh;ORGANIC COTTON (80%), POLYESTER PES (20%);321.5;321.5;899;Summer/Fall;15-07-2021;01-11-2021;;3 ;0 ;3 ;3 ;2,697.00 ;1.50 ;1.95 
