Payer;SoldTo;;Division Brand;Division;;Season Year Sub;Sales Document;Sales Document Type;Customer PO;Article MH3 Lifestyle;Article MH1 World;Generic Article;Article Style;Article MH6 Sub Product Group;Article Color Code;Article Color Text;Article Size;Article MH2 Gender;GTIN;Article Program;Commodity Code Vendor;Article Country of Origin;Article Fiber Components;Price Net;Price Wholesale;Price Retail;Season Main;RDD;Cancellation Date;Rejection Reason;Order Qty;Rejected Qty;Total Qty;Confirmed Qty;Retail Value;Weight Net Item;Weight Gross Item
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06893P01;GLOW IN THE DARK ZIP THROUGH;Heavyweight Zip Throughs;P01;Light Grey Heather;16;Boys;8720114839380;##;6110209100;Bangladesh;ORGANIC COTTON (80%), POLYESTER PES (20%);321.5;321.5;899;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;899.00 ;0.50 ;0.65 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06893P01;GLOW IN THE DARK ZIP THROUGH;Heavyweight Zip Throughs;P01;Light Grey Heather;16;Boys;8720114839380;##;6110209100;Bangladesh;ORGANIC COTTON (80%), POLYESTER PES (20%);321.5;321.5;899;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;899.00 ;0.50 ;0.65 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06893P01;GLOW IN THE DARK ZIP THROUGH;Heavyweight Zip Throughs;P01;Light Grey Heather;8;Boys;8720114839175;##;6110209100;Bangladesh;ORGANIC COTTON (80%), POLYESTER PES (20%);321.5;321.5;899;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;899.00 ;0.50 ;0.65 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06893P01;GLOW IN THE DARK ZIP THROUGH;Heavyweight Zip Throughs;P01;Light Grey Heather;8;Boys;8720114839175;##;6110209100;Bangladesh;ORGANIC COTTON (80%), POLYESTER PES (20%);321.5;321.5;899;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;899.00 ;0.50 ;0.65 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06904P01;TOMMY APPLIQUE LOGO HOODIE;Sweatshirts;P01;Light Grey Heather;10;Boys;8720114843899;##;6110209100;India;ORGANIC COTTON (70%), POLYESTER PES (30%);285.5;285.5;799;Summer/Fall;15-08-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,598.00 ;1.00 ;1.30 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06904P01;TOMMY APPLIQUE LOGO HOODIE;Sweatshirts;P01;Light Grey Heather;10;Boys;8720114843899;##;6110209100;India;ORGANIC COTTON (70%), POLYESTER PES (30%);285.5;285.5;799;Summer/Fall;15-08-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,598.00 ;1.00 ;1.30 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06904P01;TOMMY APPLIQUE LOGO HOODIE;Sweatshirts;P01;Light Grey Heather;12;Boys;8720114844032;##;6110209100;India;ORGANIC COTTON (70%), POLYESTER PES (30%);285.5;285.5;799;Summer/Fall;15-08-2021;01-11-2021;;3 ;0 ;3 ;3 ;2,397.00 ;1.50 ;1.95 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06904P01;TOMMY APPLIQUE LOGO HOODIE;Sweatshirts;P01;Light Grey Heather;12;Boys;8720114844032;##;6110209100;India;ORGANIC COTTON (70%), POLYESTER PES (30%);285.5;285.5;799;Summer/Fall;15-08-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,598.00 ;1.00 ;1.30 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06904P01;TOMMY APPLIQUE LOGO HOODIE;Sweatshirts;P01;Light Grey Heather;14;Boys;8720114844094;##;6110209100;India;ORGANIC COTTON (70%), POLYESTER PES (30%);285.5;285.5;799;Summer/Fall;15-08-2021;01-11-2021;;3 ;0 ;3 ;3 ;2,397.00 ;1.50 ;1.95 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06904P01;TOMMY APPLIQUE LOGO HOODIE;Sweatshirts;P01;Light Grey Heather;14;Boys;8720114844094;##;6110209100;India;ORGANIC COTTON (70%), POLYESTER PES (30%);285.5;285.5;799;Summer/Fall;15-08-2021;01-11-2021;;3 ;0 ;3 ;3 ;2,397.00 ;1.50 ;1.95 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06904P01;TOMMY APPLIQUE LOGO HOODIE;Sweatshirts;P01;Light Grey Heather;16;Boys;8720114844230;##;6110209100;India;ORGANIC COTTON (70%), POLYESTER PES (30%);285.5;285.5;799;Summer/Fall;15-08-2021;01-11-2021;;1 ;0 ;1 ;1 ;799.00 ;0.50 ;0.65 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06904P01;TOMMY APPLIQUE LOGO HOODIE;Sweatshirts;P01;Light Grey Heather;16;Boys;8720114844230;##;6110209100;India;ORGANIC COTTON (70%), POLYESTER PES (30%);285.5;285.5;799;Summer/Fall;15-08-2021;01-11-2021;;1 ;0 ;1 ;1 ;799.00 ;0.50 ;0.65 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06904P01;TOMMY APPLIQUE LOGO HOODIE;Sweatshirts;P01;Light Grey Heather;8;Boys;8720114843868;##;6110209100;India;ORGANIC COTTON (70%), POLYESTER PES (30%);285.5;285.5;799;Summer/Fall;15-08-2021;01-11-2021;;1 ;0 ;1 ;1 ;799.00 ;0.50 ;0.65 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06904P01;TOMMY APPLIQUE LOGO HOODIE;Sweatshirts;P01;Light Grey Heather;8;Boys;8720114843868;##;6110209100;India;ORGANIC COTTON (70%), POLYESTER PES (30%);285.5;285.5;799;Summer/Fall;15-08-2021;01-11-2021;;1 ;0 ;1 ;1 ;799.00 ;0.50 ;0.65 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06906C87;RIB INSERT SWEATPANTS;Sweatpants;C87;Twilight Navy;10;Boys;8720114892071;##;6203431900;Bangladesh;ORGANIC COTTON (95%), ELASTANE (5%);285.5;285.5;799;Summer/Fall;15-07-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,598.00 ;1.00 ;1.30 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06906C87;RIB INSERT SWEATPANTS;Sweatpants;C87;Twilight Navy;12;Boys;8720114892101;##;6203431900;Bangladesh;ORGANIC COTTON (95%), ELASTANE (5%);285.5;285.5;799;Summer/Fall;15-07-2021;01-11-2021;;3 ;0 ;3 ;3 ;2,397.00 ;1.50 ;1.95 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06906C87;RIB INSERT SWEATPANTS;Sweatpants;C87;Twilight Navy;14;Boys;8720114892132;##;6203431900;Bangladesh;ORGANIC COTTON (95%), ELASTANE (5%);285.5;285.5;799;Summer/Fall;15-07-2021;01-11-2021;;3 ;0 ;3 ;3 ;2,397.00 ;1.50 ;1.95 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06906C87;RIB INSERT SWEATPANTS;Sweatpants;C87;Twilight Navy;16;Boys;8720114892163;##;6203431900;Bangladesh;ORGANIC COTTON (95%), ELASTANE (5%);285.5;285.5;799;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;799.00 ;0.50 ;0.65 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06906C87;RIB INSERT SWEATPANTS;Sweatpants;C87;Twilight Navy;8;Boys;8720114892040;##;6203431900;Bangladesh;ORGANIC COTTON (95%), ELASTANE (5%);285.5;285.5;799;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;799.00 ;0.50 ;0.65 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06919C87;TH WARM TURTLENECK SWEATER;Pullovers;C87;Twilight Navy;10;Boys;8720114835740;##;6110209100;China;COTTON (100%);321.5;321.5;899;Summer/Fall;15-07-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,798.00 ;0.60 ;0.90 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06919C87;TH WARM TURTLENECK SWEATER;Pullovers;C87;Twilight Navy;10;Boys;8720114835740;##;6110209100;China;COTTON (100%);321.5;321.5;899;Summer/Fall;15-07-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,798.00 ;0.60 ;0.90 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06919C87;TH WARM TURTLENECK SWEATER;Pullovers;C87;Twilight Navy;12;Boys;8720114835757;##;6110209100;China;COTTON (100%);321.5;321.5;899;Summer/Fall;15-07-2021;01-11-2021;;3 ;0 ;3 ;3 ;2,697.00 ;0.90 ;1.35 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06919C87;TH WARM TURTLENECK SWEATER;Pullovers;C87;Twilight Navy;12;Boys;8720114835757;##;6110209100;China;COTTON (100%);321.5;321.5;899;Summer/Fall;15-07-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,798.00 ;0.60 ;0.90 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06919C87;TH WARM TURTLENECK SWEATER;Pullovers;C87;Twilight Navy;14;Boys;8720114835764;##;6110209100;China;COTTON (100%);321.5;321.5;899;Summer/Fall;15-07-2021;01-11-2021;;3 ;0 ;3 ;3 ;2,697.00 ;0.90 ;1.35 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06919C87;TH WARM TURTLENECK SWEATER;Pullovers;C87;Twilight Navy;14;Boys;8720114835764;##;6110209100;China;COTTON (100%);321.5;321.5;899;Summer/Fall;15-07-2021;01-11-2021;;3 ;0 ;3 ;3 ;2,697.00 ;0.90 ;1.35 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06919C87;TH WARM TURTLENECK SWEATER;Pullovers;C87;Twilight Navy;16;Boys;8720114835771;##;6110209100;China;COTTON (100%);321.5;321.5;899;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;899.00 ;0.30 ;0.45 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06919C87;TH WARM TURTLENECK SWEATER;Pullovers;C87;Twilight Navy;16;Boys;8720114835771;##;6110209100;China;COTTON (100%);321.5;321.5;899;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;899.00 ;0.30 ;0.45 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06919C87;TH WARM TURTLENECK SWEATER;Pullovers;C87;Twilight Navy;8;Boys;8720114835733;##;6110209100;China;COTTON (100%);321.5;321.5;899;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;899.00 ;0.30 ;0.45 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06919C87;TH WARM TURTLENECK SWEATER;Pullovers;C87;Twilight Navy;8;Boys;8720114835733;##;6110209100;China;COTTON (100%);321.5;321.5;899;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;899.00 ;0.30 ;0.45 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06973YBR;HILFIGER GLOW TAPE TEE L/S;L/S Knit Tops;YBR;White;10;Boys;8720114875739;##;6110209100;Bangladesh;ORGANIC COTTON (100%);196.5;196.5;549;Summer/Fall;15-07-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,098.00 ;0.40 ;0.70 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06973YBR;HILFIGER GLOW TAPE TEE L/S;L/S Knit Tops;YBR;White;10;Boys;8720114875739;##;6110209100;Bangladesh;ORGANIC COTTON (100%);196.5;196.5;549;Summer/Fall;15-07-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,098.00 ;0.40 ;0.70 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06973YBR;HILFIGER GLOW TAPE TEE L/S;L/S Knit Tops;YBR;White;12;Boys;8720114875807;##;6110209100;Bangladesh;ORGANIC COTTON (100%);196.5;196.5;549;Summer/Fall;15-07-2021;01-11-2021;;3 ;0 ;3 ;3 ;1,647.00 ;0.60 ;1.05 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06973YBR;HILFIGER GLOW TAPE TEE L/S;L/S Knit Tops;YBR;White;12;Boys;8720114875807;##;6110209100;Bangladesh;ORGANIC COTTON (100%);196.5;196.5;549;Summer/Fall;15-07-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,098.00 ;0.40 ;0.70 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06973YBR;HILFIGER GLOW TAPE TEE L/S;L/S Knit Tops;YBR;White;14;Boys;8720114875838;##;6110209100;Bangladesh;ORGANIC COTTON (100%);196.5;196.5;549;Summer/Fall;15-07-2021;01-11-2021;;3 ;0 ;3 ;3 ;1,647.00 ;0.60 ;1.05 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06973YBR;HILFIGER GLOW TAPE TEE L/S;L/S Knit Tops;YBR;White;14;Boys;8720114875838;##;6110209100;Bangladesh;ORGANIC COTTON (100%);196.5;196.5;549;Summer/Fall;15-07-2021;01-11-2021;;3 ;0 ;3 ;3 ;1,647.00 ;0.60 ;1.05 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06973YBR;HILFIGER GLOW TAPE TEE L/S;L/S Knit Tops;YBR;White;16;Boys;8720114875869;##;6110209100;Bangladesh;ORGANIC COTTON (100%);196.5;196.5;549;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;549.00 ;0.20 ;0.35 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06973YBR;HILFIGER GLOW TAPE TEE L/S;L/S Knit Tops;YBR;White;16;Boys;8720114875869;##;6110209100;Bangladesh;ORGANIC COTTON (100%);196.5;196.5;549;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;549.00 ;0.20 ;0.35 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06973YBR;HILFIGER GLOW TAPE TEE L/S;L/S Knit Tops;YBR;White;8;Boys;8720114875708;##;6110209100;Bangladesh;ORGANIC COTTON (100%);196.5;196.5;549;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;549.00 ;0.20 ;0.35 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KB0KB06973YBR;HILFIGER GLOW TAPE TEE L/S;L/S Knit Tops;YBR;White;8;Boys;8720114875708;##;6110209100;Bangladesh;ORGANIC COTTON (100%);196.5;196.5;549;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;549.00 ;0.20 ;0.35 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06093C87;TEXTURED STRIPE DRESS L/S;Fit & Flare Dresses;C87;Twilight Navy;10;Girls;8720114889842;##;6204440090;China;SUSTAINABLE VISCOSE (82%), POLYAMIDE (18%);392.5;392.5;1099;Summer/Fall;15-07-2021;01-11-2021;;2 ;0 ;2 ;2 ;2,198.00 ;0.60 ;0.90 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06093C87;TEXTURED STRIPE DRESS L/S;Fit & Flare Dresses;C87;Twilight Navy;10;Girls;8720114889842;##;6204440090;China;SUSTAINABLE VISCOSE (82%), POLYAMIDE (18%);392.5;392.5;1099;Summer/Fall;15-07-2021;01-11-2021;;2 ;0 ;2 ;2 ;2,198.00 ;0.60 ;0.90 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06093C87;TEXTURED STRIPE DRESS L/S;Fit & Flare Dresses;C87;Twilight Navy;12;Girls;8720114889880;##;6204440090;China;SUSTAINABLE VISCOSE (82%), POLYAMIDE (18%);392.5;392.5;1099;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;1,099.00 ;0.30 ;0.45 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06093C87;TEXTURED STRIPE DRESS L/S;Fit & Flare Dresses;C87;Twilight Navy;12;Girls;8720114889880;##;6204440090;China;SUSTAINABLE VISCOSE (82%), POLYAMIDE (18%);392.5;392.5;1099;Summer/Fall;15-07-2021;01-11-2021;;2 ;0 ;2 ;2 ;2,198.00 ;0.60 ;0.90 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06093C87;TEXTURED STRIPE DRESS L/S;Fit & Flare Dresses;C87;Twilight Navy;14;Girls;8720114890015;##;6204440090;China;SUSTAINABLE VISCOSE (82%), POLYAMIDE (18%);392.5;392.5;1099;Summer/Fall;15-07-2021;01-11-2021;;3 ;0 ;3 ;3 ;3,297.00 ;1.80 ;2.70 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06093C87;TEXTURED STRIPE DRESS L/S;Fit & Flare Dresses;C87;Twilight Navy;14;Girls;8720114890015;##;6204440090;China;SUSTAINABLE VISCOSE (82%), POLYAMIDE (18%);392.5;392.5;1099;Summer/Fall;15-07-2021;01-11-2021;;3 ;0 ;3 ;3 ;3,297.00 ;0.90 ;1.35 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06093C87;TEXTURED STRIPE DRESS L/S;Fit & Flare Dresses;C87;Twilight Navy;16;Girls;8720114890039;##;6204440090;China;SUSTAINABLE VISCOSE (82%), POLYAMIDE (18%);392.5;392.5;1099;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;1,099.00 ;0.30 ;0.45 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06093C87;TEXTURED STRIPE DRESS L/S;Fit & Flare Dresses;C87;Twilight Navy;16;Girls;8720114890039;##;6204440090;China;SUSTAINABLE VISCOSE (82%), POLYAMIDE (18%);392.5;392.5;1099;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;1,099.00 ;0.30 ;0.45 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06093C87;TEXTURED STRIPE DRESS L/S;Fit & Flare Dresses;C87;Twilight Navy;8;Girls;8720114889811;##;6204440090;China;SUSTAINABLE VISCOSE (82%), POLYAMIDE (18%);392.5;392.5;1099;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;1,099.00 ;0.30 ;0.45 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06093C87;TEXTURED STRIPE DRESS L/S;Fit & Flare Dresses;C87;Twilight Navy;8;Girls;8720114889811;##;6204440090;China;SUSTAINABLE VISCOSE (82%), POLYAMIDE (18%);392.5;392.5;1099;Summer/Fall;15-07-2021;01-11-2021;;1 ;0 ;1 ;1 ;1,099.00 ;0.30 ;0.45 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06120P01;ESSENTIAL SWEAT DRESS;T-Shirt Dresses;P01;Light Grey Heather;10;Girls;8720114877160;##;6104420000;Bangladesh;ORGANIC COTTON (95%), ELASTANE (5%);321.5;321.5;899;Summer/Fall;15-08-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,798.00 ;1.00 ;1.30 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06120P01;ESSENTIAL SWEAT DRESS;T-Shirt Dresses;P01;Light Grey Heather;10;Girls;8720114877160;##;6104420000;Bangladesh;ORGANIC COTTON (95%), ELASTANE (5%);321.5;321.5;899;Summer/Fall;15-08-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,798.00 ;1.00 ;1.30 
JUNIOR BARNEKLÆR AS;0000214648;JUNIOR STORO;Tommy Hilfiger;04;TH K;2021_FA;0163434371;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06120P01;ESSENTIAL SWEAT DRESS;T-Shirt Dresses;P01;Light Grey Heather;12;Girls;8720114877306;##;6104420000;Bangladesh;ORGANIC COTTON (95%), ELASTANE (5%);321.5;321.5;899;Summer/Fall;15-08-2021;01-11-2021;;3 ;0 ;3 ;3 ;2,697.00 ;1.50 ;1.95 
JUNIOR BARNEKLÆR AS;0000214692;JUNIOR SANDVIKA;Tommy Hilfiger;04;TH K;2021_FA;0163434303;Forward Order;TH KIDS FALL 21;HILFIGER FLAG;APPAREL;KG0KG06120P01;ESSENTIAL SWEAT DRESS;T-Shirt Dresses;P01;Light Grey Heather;12;Girls;8720114877306;##;6104420000;Bangladesh;ORGANIC COTTON (95%), ELASTANE (5%);321.5;321.5;899;Summer/Fall;15-08-2021;01-11-2021;;2 ;0 ;2 ;2 ;1,798.00 ;1.00 ;1.30 
